descriere;tulburare;;;
Am o nevoie excesivă de a fi îngrijit, ceea ce conduce la comportamente de atașament și frica de separare sau independență.;Tulburarea de personalitate dependenta (TPD);;;
Comportamentul meu de pariere este compulsiv și persistent, în ciuda consecințelor negative asupra vieții personale și financiare.;Tulburarea de jocuri de noroc;;;
Prefer să fiu izolat și am o gamă restrânsă de expresii emoționale în relațiile interpersonale.;Tulburarea de personalitate schizoidă (TPS);;;
Întâmpin dificultăți semnificative în gestionarea furiei, care se manifestă prin izbucniri verbale sau fizice.;Tulburarea de control a furiei;;;
Am o sensibilitate excesivă la respingere și critică, ceea ce mă determină să evit situațiile sociale sau relațiile interpersonale.;Tulburarea de personalitate evitantă (TPE);;;
Prezint multiple simptome fizice fără o cauză medicală clară, sugestivă pentru o expresie somatică a conflictelor psihologice.;Tulburarea de somatizare;;;
Am o suspiciune profundă și nedovedită față de ceilalți, crezând că sunt motivați de dorința de a-mi face rău.;Tulburarea de personalitate paranoidă (TPP);;;
Sunt predispus la cumpărături excesive și iraționale, urmate frecvent de regrete și probleme financiare.;Tulburarea de comerț compulsiv (TCC);;;
Manifest o nevoie excesivă de atenție și validare, adesea prin comportamente dramatice sau inadecvate.;Tulburarea de personalitate histrionică (TPH);;;
După un eveniment traumatic, experimentez simptome de anxietate, evitare și reexperimentare, care afectează funcționarea zilnică.;Tulburarea de stres acut (TSA);;;
Mă confrunt cu o senzație continuă de melancolie și un dezinteres marcat pentru activitățile care în mod normal mi-ar aduce plăcere, acompaniată de o oboseală cronică și lipsă de motivare.;Depresia;;;
Interacțiunile cu alte persoane îmi provoacă adesea un disconfort intens, din cauza fricii de a fi evaluat negativ, ceea ce mă face să evit situațiile sociale.;Anxietatea socială;;;
Sunt prins într-un ciclu nesfârșit de gânduri obsesive și comportamente repetitive, care, deși recunoscute ca nerezonabile, par imposibil de oprit.;Tulburarea obsesiv-compulsivă (TOC);;;
Trăiesc experiențe precum auzirea de voci inexistente și convingeri delirante, ceea ce îmi distorsionează percepția asupra realității și afectează capacitatea de a funcționa normal.;Schizofrenia;;;
Sufăr de schimbări bruște și intense ale dispoziției, variind de la perioade de energie excesivă și comportament riscant, la episoade de tristețe profundă și lipsă de interes.;Tulburarea bipolara;;;
Experiența mea este marcată de o instabilitate emoțională accentuată, dificultăți în menținerea relațiilor stabile și o teamă puternică de abandon.;Tulburarea de personalitate borderline (TPB);;;
Întâmpin dificultăți în controlarea impulsului de a mânca excesiv, chiar și atunci când nu simt foame, urmat de sentimente de vină și rușine.;Tulburarea de alimentație compulsivă (TAC);;;
Mă confrunt cu reamintiri persistente și perturbatoare ale unor evenimente traumatizante, evitând situații sau persoane care pot declanșa aceste amintiri.;Tulburarea de stres post-traumatic (TSPT);;;
Experiențează atacuri neașteptate de panică, care vin laolaltă cu simptome fizice intense și o anxietate copleșitoare despre posibilitatea unor noi episoade.;Tulburarea de panică;;;
Găsesc dificil să mențin focusul pe sarcini și să gestionez impulsivitatea, ceea ce complică realizarea activităților zilnice și menținerea atenției.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Manifest un model de comportament care ignoră normele sociale și drepturile celorlalți, fără a resimți remușcare pentru acțiunile mele.;Tulburarea de personalitate antisocială (TPA);;;
Orice expunere la situații sociale sau performanță în public declanșează o anxietate debilitantă, din cauza fricii de a fi respins sau de a eșua.;Fobia socială;;;
Îmi desfășor activități complexe în timpul somnului, fără conștientizare sau amintire ulterioară, ceea ce mă expune la potențiale pericole.;Tulburarea de somnambulism;;;
Sunt copleșit de îngrijorări excesive și nedefinite, care persistă majoritatea zilelor și îmi afectează capacitatea de a funcționa eficient.;Tulburarea de anxietate generalizată (TAG);;;
Am o nevoie exagerată de admirație și o sensibilitate ridicată la critică, combinată cu o dificultate în a recunoaște și a răspunde la nevoile celorlalți.;Tulburarea de personalitate narcisistă (TPN);;;
Anumite obiecte sau situații declanșează o frică irațională și intensă, determinându-mă să le evit activ.;Fobia specifică;;;
Experiențez simptome fizice, cum ar fi slăbiciunea musculară sau tulburările de mișcare, care nu au o explicație medicală evidentă, sugerând o cauză psihologică.;Tulburarea de conversie;;;
Am o dependență excesivă față de alții pentru suport emoțional și decizional, ceea ce limitează capacitatea mea de a funcționa independent.;Tulburarea de personalitate dependenta (TPD);;;
Comportamentul meu de pariere este compulsiv, continuând să joc în ciuda pierderilor financiare și a impactului negativ asupra vieții mele personale.;Tulburarea de jocuri de noroc;;;
Prefer izolarea și am dificultăți în a forma relații apropiate, având o gamă restrânsă de exprimare emoțională în interacțiuni.;Tulburarea de personalitate schizoidă (TPS);;;
Întâmpin provocări semnificative în gestionarea mâniei, ceea ce se manifestă prin reacții impulsive sau agresive.;Tulburarea de control a furiei;;;
O frică profundă de critică și respingere mă determină să evit situațiile sociale și să mă retrag în siguranța izolării.;Tulburarea de personalitate evitantă (TPE);;;
Prezint simptome fizice multiple, pentru care investigațiile medicale nu identifică o cauză organică, sugerând o posibilă origine psihologică.;Tulburarea de somatizare;;;
Sunt frecvent preocupat de suspiciuni nejustificate față de intențiile altora, ceea ce îmi afectează capacitatea de a stabili relații de încredere.;Tulburarea de personalitate paranoidă (TPP);;;
Angajez în cumpărături excesive, adesea ca o încercare de a gestiona stări emoționale negative, urmate de regret și dificultăți financiare.;Tulburarea de comerț compulsiv (TCC);;;
Caut constant atenția și validarea din partea altora, adesea prin comportamente exagerate sau inadecvate.;Tulburarea de personalitate histrionică (TPH);;;
În urma unui eveniment traumatic recent, mă confrunt cu anxietate intensă, revizuiri ale evenimentului și o tendință de a evita stimuli asociați, afectându-mi starea de bine și funcționarea.;Tulburarea de stres acut (TSA);;;
Mă lupt cu o greutate constantă, care mă trage în jos, indiferent de circumstanțe. Zilele bune par a fi excepții, iar inițiativa pentru activitățile de zi cu zi este aproape inexistentă.;Depresia;;;
Simt o presiune enormă la simplul gând de interacțiune socială. Această frică de a fi în centrul atenției sau de a face o greșeală în public mă împiedică să mă bucur de viața socială.;Anxietatea socială;;;
Fiecare zi este o luptă cu gânduri nedorite care nu îmi dau pace și rituale pe care simt că trebuie să le execut, chiar dacă partea rațională din mine știe că sunt inutile.;Tulburarea obsesiv-compulsivă (TOC);;;
Mă confrunt cu o realitate distorsionată, unde discernământul între ce este real și ce nu devine neclar. Voci nevăzute și idei confuze mă fac să mă simt izolat în propria minte.;Schizofrenia;;;
Trec de la sentimente de invincibilitate și un surplus de energie, la abisuri de disperare și inactivitate, fără un model prevedibil. Această montagne russe emoțională este extenuantă.;Tulburarea bipolara;;;
Relațiile mele sunt intense și volatile, iar teama de abandon mă face să reacționez în moduri pe care ulterior le regret. Este o luptă constantă cu propria imagine de sine.;Tulburarea de personalitate borderline (TPB);;;
Mâncarea a devenit refugiul meu în momente de stres, dar și sursa de vinovăție și dezgust față de mine. Este un ciclu din care pare imposibil de ieșit.;Tulburarea de alimentație compulsivă (TAC);;;
Traumele trecute nu mă lasă să trăiesc în prezent. Flashback-urile și coșmarurile sunt ca niște lanțuri care mă țin ancorat în trecut.;Tulburarea de stres post-traumatic (TSPT);;;
Atacurile de panică vin fără avertizare, inundându-mă cu o frică paralizantă și simptome fizice care mă fac să mă simt vulnerabil și neajutorat în cele mai neașteptate momente.;Tulburarea de panică;;;
Mintea mea este un vârtej constant de gânduri și idei, făcându-mi greu să mă concentrez sau să duc la bun sfârșit sarcini. Energia mea variabilă adesea nu este înțeleasă de cei din jur.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Îmi este greu să mă raportez la normele sociale și să empatizez cu ceilalți, ceea ce mă pune adesea în situații conflictuale cu cei din jur.;Tulburarea de personalitate antisocială (TPA);;;
Ideea de a fi expus și posibil umilit în fața altora este atât de îngrozitoare, încât prefer să evit orice formă de interacțiune socială, când este posibil.;Fobia socială;;;
Activitățile nocturne involuntare mă pun în situații periculoase și ciudate, afectând calitatea somnului meu și lăsându-mă confuz la trezire.;Tulburarea de somnambulism;;;
Grija constantă pentru viitor și scenariile negative care îmi ocupă mintea mă epuizează, făcând dificilă bucuria de momente simple și prezența în prezent.;Tulburarea de anxietate generalizată (TAG);;;
Chiar dacă par încrezător și adesea caut admirație, criticile mă afectează profund, ascunzând o vulnerabilitate pe care o țin ascunsă.;Tulburarea de personalitate narcisistă (TPN);;;
Anumite obiecte sau situații declanșează o teamă irațională intensă, limitându-mi libertatea și capacitatea de a experimenta viața în toată plenitudinea ei.;Fobia specifică;;;
Corpul meu reacționează la stres prin simptome fizice, cum ar fi slăbiciunea sau pierderea simțurilor, care nu au o explicație medicală clară. Aceasta mă face să mă simt nesigur și adesea neînțeles.;Tulburarea de conversie;;;
Mă simt incapabil să iau decizii sau să mă descurc singur, căutând constant aprobarea și sprijinul celorlalți. Această dependență afectează capacitatea mea de a fi independent.;Tulburarea de personalitate dependenta (TPD);;;
Mă lupt cu impulsul irezistibil de a juca, chiar și când sunt conștient de consecințele negative. Acest ciclu de câștiguri și pierderi mă ține captiv și afectează serios viața mea financiară și relațiile.;Tulburarea de jocuri de noroc;;;
Prefer să mă retrag în lumea mea, evitând contactele sociale cât mai mult posibil. Această izolare auto-impusă mă face să mă simt sigur, dar adesea singur.;Tulburarea de personalitate schizoidă (TPS);;;
Furia mă copleșește ușor și reacționez în moduri care ulterior îmi par nejustificate și regretabile. Gestionarea acestei furii este o provocare constantă.;Tulburarea de control a furiei;;;
Frica de respingere și de a nu fi suficient de bun mă face să evit situații care m-ar putea expune judecății celorlalți. Aceasta limitează profund relațiile mele și oportunitățile.;Tulburarea de personalitate evitantă (TPE);;;
Experiențele mele emoționale și stresul se manifestă prin simptome fizice multiple și variate, care mă fac să caut frecvent asistență medicală, deși testele adesea nu indică o cauză organică.;Tulburarea de somatizare;;;
Trăiesc cu o neîncredere constantă față de intențiile celor din jur, ceea ce mă face să interpretăm acțiunile lor ca fiind malefice sau amenințătoare, chiar și atunci când nu există motive reale.;Tulburarea de personalitate paranoidă (TPP);;;
Cumpărăturile sunt o modalitate de a face față sentimentelor negative, dar regretul și problemele financiare care urmează amplifică stresul inițial, creând un ciclu dificil de rupt.;Tulburarea de comerț compulsiv (TCC);;;
Sunt adesea în căutarea atenției și aprobării celorlalți, comportându-mă în moduri dramatice sau provocatoare pentru a rămâne în centrul atenției, ceea ce adesea mă face să mă simt neîmplinit și nesigur pe termen lung.;Tulburarea de personalitate histrionică (TPH);;;
 În urma unui eveniment traumatic recent, mă confrunt cu o stare intensă de anxietate, neliniște și reamintiri perturbatoare, care îmi afectează funcționarea de zi cu zi și calitatea vieții.;Tulburarea de stres acut (TSA);;;
hiar și micile sarcini par munți de netrecut, iar sentimentul de gol interior este copleșitor. Zilele în care reușesc să mă ridic din pat devin rare și valoroase.;Depresia;;;
Gândul de a iniția o conversație sau de a participa la un eveniment social îmi accelerează pulsul. Simt o presiune imensă de a performa perfect în orice interacțiune.;Anxietatea socială;;;
Rutinele și ritualurile mele sunt ca niște lanțuri invizibile care mă țin legat. Lupta internă dintre logica și compulsii este extenuantă.;Tulburarea obsesiv-compulsivă (TOC);;;
Diferențierea între gândurile proprii și voci imaginare devine o provocare constantă. Realitatea pe care o percep este adesea în contradicție cu cea a celorlalți.;Schizofrenia;;;
În faza de manie, simt că pot cuceri lumea, dar urmează inevitabil o cădere în abisul depresiei, unde speranța pare pierdută. Această alternanță este epuizantă.;Tulburarea bipolara;;;
Fiecare relație este o călătorie pe muchie de cuțit, cu frica permanentă că cei dragi mă vor părăsi. Mici gesturi sunt interpretate ca semne de abandon.;Tulburarea de personalitate borderline (TPB);;;
Sentimentul de pierdere a controlului în fața mâncării este umilitor. Mâncatul devine un mecanism de coping, în ciuda consecințelor asupra corpului meu.;Tulburarea de alimentație compulsivă (TAC);;;
Trauma m-a învățat să fiu mereu în gardă, chiar și în cele mai sigure locuri. Somnul nu oferă refugiu, fiind adesea întrerupt de coșmaruri.;Tulburarea de stres post-traumatic (TSPT);;;
Senzația că un atac de panică poate începe în orice moment îmi limitează dorința de a explora și a încerca lucruri noi. Trăiesc cu o frică constantă de următorul episod.;Tulburarea de panică;;;
Simt că sunt într-o cursă constantă cu gândurile mele, luptând să țin pasul. Momentul de acum este adesea eclipsat de distrageri.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Conștientizez că regulile sociale pe care le încalc aduc disconfort celorlalți, dar mă lupt să simt remușcări autentice sau să înțeleg impactul complet al acțiunilor mele.;Tulburarea de personalitate antisocială (TPA);;;
Frica de evaluare negativă transformă fiecare interacțiune într-un potențial câmp minat. Evitarea devine strategia mea de supraviețuire.;Fobia socială;;;
Trezirile în locuri neobișnuite, fără amintirea cum am ajuns acolo, adaugă un strat de mister și neliniște nopților mele.;Tulburarea de somnambulism;;;
Mă simt ca un detectiv în propria viață, mereu pe urmele următoarei probleme. Această vigilență constantă este epuizantă.;Tulburarea de anxietate generalizată (TAG);;;
Nevoia de admirație se ciocnește cu o sensibilitate ascuțită la critică, lăsându-mă adesea într-un ciclu de autoîmbunătățire și defensivitate.;Tulburarea de personalitate narcisistă (TPN);;;
Obiectul temerii mele pare omniprezent, transformând activități cotidiene banale în provocări majore. Evitarea devine o parte frustrantă a vieții mele.;Fobia specifică;;;
Experiența mea include simptome fizice, precum paralizia sau mișcările necontrolate, care nu au o cauză medicală identificabilă. Aceasta adaugă un strat de complexitate și frustrare la căutarea de ajutor și înțelegere.;Tulburarea de conversie;;;
Mă lupt cu o nevoie profundă de a fi îngrijit, ceea ce mă face să mă agăț de relații, chiar și atunci când nu sunt sănătoase. Acest ciclu de dependență afectează grav capacitatea mea de a lua decizii autonome.;Tulburarea de personalitate dependenta (TPD);;;
Captiv într-un ciclu de pariuri, fiecare pierdere mă adâncește în speranța că următorul joc va aduce redresarea. Această obsesie nu numai că mă izolează de cei dragi, dar și subminează stabilitatea mea financiară.;Tulburarea de jocuri de noroc;;;
Trăiesc cu o indiferență marcantă față de relațiile sociale, găsind confort în izolare. Această preferință pentru singurătate adesea e interpretată greșit de cei din jur ca fiind rece sau distant.;Tulburarea de personalitate schizoidă (TPS);;;
Furia mă copleșește adesea în moduri care par dincolo de controlul meu, ducând la regrete și deteriorarea relațiilor. Lupta pentru a menține aceste izbucniri sub control este o bătălie constantă.;Tulburarea de control a furiei;;;
Teama intensă de respingere și critică mă împiedică să formez relații apropiate, chiar dacă îmi doresc conexiunea. Acest zid pe care îl construiesc în jurul meu servește ca un mecanism de protecție, dar și ca o închisoare.;Tulburarea de personalitate evitantă (TPE);;;
Corpul meu pare să traducă stresul și anxietatea în simptome fizice multiple și variate, ceea ce face dificilă navigarea în sistemul de sănătate în căutarea unor răspunsuri clare.;Tulburarea de somatizare;;;
Suspiciunea constantă față de motivele celor din jur mă ține într-un stat de alertă și izolare, complicând relațiile și interacțiunile de zi cu zi.;Tulburarea de personalitate paranoidă (TPP);;;
Cumpărăturile devin o evadare temporară de realitate, dar aduc cu ele un val de vinovăție și probleme financiare. Acest ciclu de alinare și regret mă face să mă simt captiv în propriile comportamente.;Tulburarea de comerț compulsiv (TCC);;;
Dorința intensă de a fi în centrul atenției și de a fi validat de ceilalți conduce la comportamente teatrale și adesea superficiale, care maschează o adâncă insecuritate și nevoie de aprobare.;Tulburarea de personalitate histrionică (TPH);;;
Urmările unui eveniment recent traumatizant mă țin într-un stat de hiper-vigilență și anxietate, cu dificultăți în concentrare și somn. Aceasta afectează capacitatea mea de a funcționa în viața de zi cu zi, creând o senzație de blocare în momentul traumei.;Tulburarea de stres acut (TSA);;;
